LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH,util_max,payment_profile,bust_out_score,alert_type_1,alert_score_1,rule_1_triggered,alert_type_2,alert_score_2,rule_2_triggered,alert_type_3,alert_score_3,rule_3_triggered,total_alerts
70000,2,1,2,29,1,1.1510285714,Volatile,1,,,0,,,0,,,0,0
240000,2,1,2,29,0,0.0108333333,Always Duly,2,,,0,,,0,,,0,0
200000,2,1,1,27,0,0.0125,Volatile,1,,,0,Structuring Alert,3,1,,,0,1
100000,2,1,2,27,0,0.02635,Always Duly,0,,,0,,,0,,,0,0
180000,2,1,2,29,0,0.24505,Always Duly,2,,,0,,,0,,,0,0
360000,2,2,2,30,0,0.2776694444,Always Duly,0,,,0,,,0,,,0,0
130000,2,2,2,29,0,0.9423846154,Always Duly,1,,,0,,,0,,,0,0
120000,2,2,2,30,0,0.1230833333,Always Duly,0,,,0,,,0,,,0,0
230000,2,1,2,30,0,0.0036782609,Always Duly,0,,,0,,,0,,,0,0
340000,2,5,2,30,0,0.1401882353,Always Duly,0,,,0,,,0,,,0,0
320000,2,1,2,29,0,0.64703125,Always Duly,0,,,0,,,0,,,0,0
330000,2,3,2,29,0,0.9692060606,Always Duly,1,,,0,,,0,,,0,0
80000,2,3,2,30,1,0.0623625,Deteriorati,1,,,0,,,0,,,0,0
150000,2,1,1,30,0,0.14592,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,1,31,1,0.0124375,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,1,37,0,0.88464,Always Duly,0,,,0,,,0,,,0,0
300000,2,4,1,48,0,0,Always Duly,0,,,0,,,0,,,0,0
190000,2,2,1,36,0,0.9787315789,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,2,27,0,0.5174,Always Duly,0,,,0,,,0,,,0,0
90000,2,1,2,28,0,0.0981333333,Always Duly,2,,,0,,,0,,,0,0
210000,2,1,2,28,0,0.4079619048,Always Duly,0,,,0,,,0,,,0,0
240000,2,1,2,28,0,1.0427166667,Always Duly,1,,,0,,,0,,,0,0
60000,2,2,1,34,1,0.7630833333,Deteriorati,1,,,0,,,0,,,0,0
440000,2,2,2,35,0,0.0091181818,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,42,1,0.9498,Deteriorati,2,,,0,,,0,,,0,0
230000,2,2,2,26,0,0.1032956522,Always Duly,0,,,0,,,0,,,0,0
440000,2,2,2,28,1,0.4891613636,Volatile,1,,,0,,,0,,,0,0
80000,2,2,1,29,1,0.7987375,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,30,0,0.9803666667,Always Duly,1,,,0,,,0,,,0,0
250000,2,2,2,35,0,0.966844,Always Duly,1,,,0,,,0,,,0,0
30000,2,1,1,45,1,0.9481666667,Deteriorati,2,,,0,,,0,,,0,0
50000,2,3,3,49,0,1.00722,Volatile,1,,,0,,,0,,,0,0
50000,2,2,2,34,0,0.98968,Always Duly,1,,,0,,,0,,,0,0
30000,2,2,2,34,0,0.9926333333,Always Dela,2,,,0,,,0,,,0,0
30000,2,2,1,45,1,1.0262666667,Always Duly,1,,,0,,,0,,,0,0
500000,2,2,1,42,0,0.299676,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,41,1,0.55474,Always Dela,1,,,0,,,0,,,0,0
50000,2,2,1,36,0,0.99744,Always Duly,3,,,0,,,0,,,0,0
50000,2,1,2,22,0,0.04832,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,2,26,0,0.5007666667,Always Duly,0,,,0,,,0,,,0,0
30000,2,1,2,26,1,0.5585666667,Volatile,1,,,0,,,0,,,0,0
150000,2,3,1,43,0,0.83602,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,23,0,1.01662,Always Duly,1,,,0,,,0,,,0,0
70000,2,2,2,23,1,0.2837,Volatile,1,,,0,,,0,,,0,0
80000,2,2,2,23,0,0.860625,Always Duly,0,,,0,,,0,,,0,0
280000,2,1,2,29,0,0.0340428571,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,1,30,0,0.0954333333,Always Duly,0,,,0,,,0,,,0,0
330000,2,1,1,39,0,0.2860121212,Always Duly,2,,,0,,,0,,,0,0
190000,2,2,1,46,0,0.4757842105,Always Duly,0,,,0,,,0,,,0,0
210000,2,1,1,40,0,0.3010904762,Always Duly,0,,,0,,,0,,,0,0
100000,2,1,1,30,1,1.05252,Always Dela,3,Bust-Out Alert,3,1,,,0,,,0,1
20000,2,2,2,30,1,1.0113,Deteriorati,2,,,0,,,0,,,0,0
260000,2,1,1,31,0,0.1507923077,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,26,1,1.0449,Always Dela,2,,,0,,,0,,,0,0
80000,2,3,1,37,1,0.9685,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,1,42,0,0.63092,Always Duly,0,,,0,,,0,,,0,0
70000,2,3,1,35,1,0.7986142857,Always Dela,1,,,0,,,0,,,0,0
30000,2,2,1,38,0,1.0255333333,Volatile,1,,,0,,,0,,,0,0
100000,2,1,2,25,1,0.97271,Volatile,2,,,0,,,0,,,0,0
50000,2,1,2,25,0,1.01346,Volatile,1,,,0,,,0,,,0,0
80000,2,2,1,27,1,0.8789,Volatile,1,,,0,,,0,,,0,0
50000,2,2,1,27,1,0.1656,Always Duly,0,,,0,,,0,,,0,0
150000,2,5,1,28,0,1.0140333333,Always Duly,1,,,0,,,0,,,0,0
140000,2,1,2,29,0,0.9304357143,Always Duly,1,,,0,,,0,,,0,0
70000,2,1,1,31,0,0.9117142857,Always Duly,1,,,0,,,0,,,0,0
30000,2,2,1,31,0,1.0036333333,Volatile,2,,,0,,,0,Sleeper Alert,0.9644333333,1,1
80000,2,2,1,32,1,0.9416375,Volatile,2,,,0,,,0,,,0,0
40000,2,2,1,41,0,0.549,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,1,37,0,0.36957,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,40,0,0.961,Always Duly,1,,,0,,,0,,,0,0
30000,2,3,1,35,1,0.9976666667,Always Dela,2,,,0,,,0,,,0,0
120000,2,1,1,35,0,0.153025,Always Duly,0,,,0,,,0,,,0,0
260000,2,3,1,39,0,0.5874423077,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,1,35,0,0.2343666667,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,33,0,1.0107,Always Duly,3,,,0,,,0,,,0,0
260000,2,1,1,37,0,0.6729653846,Always Duly,0,,,0,,,0,,,0,0
170000,2,1,1,39,0,0.9476764706,Volatile,2,,,0,Structuring Alert,6,1,,,0,1
150000,2,2,1,36,0,0.96636,Always Duly,1,,,0,,,0,,,0,0
90000,2,3,1,40,0,0.4886222222,Always Dela,1,,,0,,,0,,,0,0
50000,2,3,2,45,0,0.13354,Always Duly,0,,,0,,,0,,,0,0
70000,2,1,2,29,0,0.9552428571,Always Duly,1,,,0,,,0,,,0,0
210000,2,1,2,29,0,1.1023809524,Always Duly,1,,,0,,,0,,,0,0
450000,2,1,2,31,0,0,Always Duly,0,,,0,,,0,,,0,0
70000,2,3,1,32,1,0.2025714286,Volatile,0,,,0,,,0,,,0,0
70000,2,3,2,32,1,0.3717285714,Volatile,1,,,0,,,0,,,0,0
300000,2,3,2,34,0,0.1130666667,Volatile,0,,,0,,,0,,,0,0
70000,2,1,1,29,0,0.9941285714,Always Duly,1,,,0,,,0,,,0,0
180000,2,2,1,37,0,0.4904166667,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,1,29,1,1.18154,Deteriorati,2,,,0,,,0,,,0,0
20000,2,2,2,27,0,1.0278,Volatile,1,,,0,,,0,,,0,0
260000,2,1,2,31,0,0.8823,Always Duly,0,,,0,,,0,,,0,0
70000,2,3,1,34,0,0.2965285714,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,3,31,1,0.90318,Always Dela,2,,,0,,,0,,,0,0
150000,2,2,1,34,0,0.97774,Always Duly,1,,,0,,,0,,,0,0
150000,2,3,1,45,0,0.3158133333,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,37,0,2.41605,Always Duly,1,,,0,,,0,,,0,0
60000,2,2,2,45,0,0.9793333333,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,1,30,0,0.85374,Always Duly,0,,,0,,,0,,,0,0
50000,2,1,2,25,0,0.6319,Volatile,0,,,0,,,0,,,0,0
80000,2,1,1,27,1,1.034975,Volatile,3,Bust-Out Alert,3,1,,,0,,,0,1
140000,2,1,2,27,0,0.08325,Always Duly,0,,,0,,,0,,,0,0
20000,2,3,2,28,1,0.4814,Volatile,1,,,0,,,0,,,0,0
10000,2,2,1,49,1,0.5605,Deteriorati,1,,,0,,,0,,,0,0
120000,2,2,1,45,0,0.096225,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,40,1,0.72582,Volatile,1,,,0,,,0,,,0,0
30000,2,2,1,39,1,0.5555333333,Volatile,1,,,0,,,0,,,0,0
210000,2,2,1,49,1,0.5490571429,Deteriorati,1,,,0,,,0,,,0,0
150000,2,1,2,27,1,0,Always Duly,0,,,0,,,0,,,0,0
180000,2,3,1,28,0,0.6284722222,Always Duly,2,,,0,,,0,,,0,0
590000,2,2,1,29,1,0.0051084746,Always Duly,0,,,0,,,0,,,0,0
260000,2,1,1,30,0,0.6653423077,Always Duly,0,,,0,,,0,,,0,0
90000,2,3,1,35,0,0.1540555556,Always Duly,2,,,0,,,0,,,0,0
110000,2,2,1,28,0,0.1835090909,Always Duly,0,,,0,,,0,,,0,0
140000,2,1,2,28,0,0.0157214286,Always Duly,0,,,0,,,0,,,0,0
210000,2,1,2,30,0,0.0363380952,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,1,31,0,0,Always Duly,0,,,0,,,0,,,0,0
30000,2,3,1,36,0,0.7078,Volatile,1,,,0,,,0,,,0,0
120000,2,3,1,28,0,0.7956,Always Duly,0,,,0,,,0,,,0,0
20000,2,3,1,44,0,0.619,Volatile,0,,,0,,,0,,,0,0
80000,2,3,2,42,0,0.629,Always Duly,0,,,0,,,0,,,0,0
110000,2,2,2,35,0,0.2282,Always Duly,0,,,0,,,0,,,0,0
240000,2,2,1,34,0,0.3213583333,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,1,49,0,0.29628,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,2,32,0,0.83895,Always Duly,0,,,0,,,0,,,0,0
450000,2,1,2,32,0,0.0132555556,Always Duly,2,,,0,,,0,,,0,0
150000,2,2,2,32,0,0.3317333333,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,1,39,0,0.1779,Volatile,2,,,0,,,0,,,0,0
70000,2,2,2,26,1,0.9858142857,Deteriorati,2,,,0,,,0,,,0,0
190000,2,1,2,31,0,0.7968947368,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,1,45,0,0.98424,Always Duly,1,,,0,,,0,,,0,0
60000,2,3,1,44,0,0.6577666667,Volatile,1,,,0,,,0,,,0,0
90000,2,1,2,30,1,0.2383777778,Always Dela,1,,,0,,,0,,,0,0
300000,2,2,1,33,0,0.2259033333,Always Duly,0,,,0,,,0,,,0,0
210000,2,3,1,32,0,0.0218285714,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,34,0,0.98756,Deteriorati,2,,,0,,,0,,,0,0
350000,2,1,1,34,0,0.3094257143,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,34,0,1,Always Duly,1,,,0,,,0,,,0,0
280000,2,3,1,34,0,0,Deteriorati,1,,,0,,,0,,,0,0
380000,2,3,1,35,0,0.0482657895,Always Duly,0,,,0,,,0,,,0,0
360000,2,2,2,34,0,0.0034222222,Always Duly,0,,,0,,,0,,,0,0
260000,2,2,1,37,0,0.0926538462,Volatile,1,,,0,Structuring Alert,4,1,,,0,1
160000,2,2,1,37,0,0.17325,Always Duly,2,,,0,,,0,,,0,0
250000,2,3,1,43,0,0.096836,Always Duly,0,,,0,,,0,,,0,0
320000,2,1,2,27,0,0.206534375,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,2,31,0,1.0124857143,Always Duly,1,,,0,,,0,,,0,0
80000,2,3,1,32,0,0.7436875,Always Duly,0,,,0,,,0,,,0,0
100000,2,1,1,40,1,0.69309,Always Dela,1,,,0,,,0,,,0,0
210000,2,5,1,41,0,0.0660809524,Always Duly,0,,,0,,,0,,,0,0
200000,2,3,2,29,0,0.062775,Always Duly,0,,,0,,,0,,,0,0
110000,2,3,1,37,0,0.9517363636,Always Duly,1,,,0,,,0,,,0,0
70000,2,1,1,36,1,0.3167857143,Volatile,1,,,0,,,0,,,0,0
240000,2,2,1,46,0,1.025,Always Duly,1,,,0,,,0,,,0,0
80000,2,2,1,38,0,0.968625,Always Duly,1,,,0,,,0,,,0,0
150000,2,3,2,47,0,0.88062,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,2,42,0,1.01236,Always Duly,1,,,0,,,0,,,0,0
230000,2,2,1,37,0,0.2318565217,Always Duly,0,,,0,,,0,,,0,0
290000,2,1,1,43,0,0.0173413793,Always Duly,0,,,0,,,0,,,0,0
350000,2,1,2,36,0,0.0199085714,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,2,39,0,0.86453,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,1,46,0,0.9823,Always Duly,1,,,0,,,0,,,0,0
360000,2,2,1,43,0,0,Always Duly,0,,,0,,,0,,,0,0
210000,2,2,2,38,0,0.1001619048,Always Duly,0,,,0,,,0,,,0,0
500000,2,2,1,39,0,0.01272,Always Duly,2,,,0,,,0,,,0,0
290000,2,2,1,47,0,0.8432241379,Always Duly,0,,,0,,,0,,,0,0
350000,2,3,1,36,0,0.78616,Volatile,0,,,0,,,0,,,0,0
190000,2,2,1,33,0,0.0179210526,Always Duly,0,,,0,,,0,,,0,0
180000,2,1,2,34,0,1.0053277778,Always Duly,1,,,0,,,0,,,0,0
110000,2,2,1,35,1,0.064,Always Duly,0,,,0,,,0,,,0,0
200000,2,3,2,33,1,0.285685,Always Dela,1,,,0,Structuring Alert,4,1,,,0,1
210000,2,2,1,40,0,0.0487619048,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,36,0,0.01075,Always Duly,0,,,0,,,0,,,0,0
130000,2,2,1,43,0,1.0414615385,Always Duly,1,,,0,,,0,,,0,0
70000,2,3,2,38,0,1.0088714286,Always Duly,1,,,0,,,0,,,0,0
100000,2,2,1,33,0,0.92189,Always Duly,1,,,0,,,0,,,0,0
150000,2,3,1,35,0,0.0049333333,Volatile,0,,,0,,,0,,,0,0
160000,2,3,1,39,0,0.6481125,Always Duly,0,,,0,,,0,,,0,0
30000,2,3,1,48,0,0.0033333333,Deteriorati,1,,,0,,,0,,,0,0
80000,2,2,1,36,0,0.0230625,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,44,0,0.243785,Always Duly,2,,,0,,,0,,,0,0
180000,2,3,1,41,1,0.5708333333,Deteriorati,1,,,0,,,0,,,0,0
180000,2,2,1,34,0,0.2639833333,Always Duly,2,,,0,,,0,,,0,0
170000,2,2,1,35,0,0.8506235294,Always Duly,0,,,0,,,0,,,0,0
50000,2,1,2,35,0,0.30502,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,1,40,0,0.58304375,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,1,40,1,0.0024375,Always Duly,0,,,0,,,0,,,0,0
20000,2,1,2,22,0,0.988,Always Duly,1,,,0,,,0,,,0,0
70000,2,2,1,24,0,0.5939142857,Always Duly,0,,,0,,,0,,,0,0
240000,2,2,2,38,0,0.1448,Always Duly,0,,,0,,,0,,,0,0
300000,2,2,1,45,0,1.1440166667,Always Duly,1,,,0,,,0,,,0,0
420000,2,2,1,37,0,0.0127238095,Always Duly,0,,,0,,,0,,,0,0
200000,2,3,1,43,1,0.66631,Volatile,1,,,0,Structuring Alert,6,1,,,0,1
50000,2,2,1,47,0,1.0736,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,1,38,0,0.62576,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,1,38,0,0.01386,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,32,0,0.60701,Always Duly,0,,,0,,,0,,,0,0
380000,2,2,1,33,0,1.0150684211,Always Dela,2,,,0,,,0,,,0,0
50000,2,1,2,27,0,0.413,Always Duly,0,,,0,,,0,,,0,0
50000,2,1,2,28,0,0.25862,Always Duly,0,,,0,,,0,,,0,0
500000,2,2,2,35,0,0.091208,Always Duly,2,,,0,,,0,,,0,0
300000,2,2,1,40,0,0.0082333333,Always Duly,0,,,0,,,0,,,0,0
170000,2,2,2,32,1,0.0642823529,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,46,1,0.97625,Always Dela,3,Bust-Out Alert,3,1,,,0,,,0,1
20000,2,2,1,43,0,0.1949,Always Duly,0,,,0,,,0,,,0,0
280000,2,2,2,36,0,0.6564178571,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,2,22,0,0.35985,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,2,24,0,1.02835,Volatile,1,,,0,,,0,,,0,0
70000,2,1,2,24,0,1.5739428571,Always Duly,3,,,0,,,0,,,0,0
30000,2,2,1,25,1,0.9881666667,Always Dela,2,,,0,,,0,,,0,0
170000,2,2,2,37,0,0.7117529412,Always Duly,0,,,0,,,0,,,0,0
320000,2,2,2,30,0,0.3413375,Always Duly,0,,,0,,,0,,,0,0
210000,2,1,2,30,0,0,Always Duly,0,,,0,,,0,,,0,0
310000,2,2,2,31,0,0.0528806452,Always Duly,0,,,0,,,0,,,0,0
230000,2,1,2,29,0,0.0049130435,Volatile,1,,,0,,,0,,,0,0
90000,2,2,1,31,1,1.0132888889,Deteriorati,2,,,0,,,0,,,0,0
200000,2,1,2,31,0,0.03012,Always Duly,2,,,0,,,0,,,0,0
150000,2,2,2,34,0,0.8641066667,Always Dela,2,,,0,Structuring Alert,6,1,,,0,1
60000,2,1,2,27,0,0.3948333333,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,2,38,0,0.90086,Always Duly,1,,,0,,,0,,,0,0
200000,2,1,2,40,0,0.709295,Always Duly,0,,,0,,,0,,,0,0
220000,2,2,1,35,0,0.1875409091,Always Duly,0,,,0,,,0,,,0,0
300000,2,3,1,34,0,0.0967133333,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,47,1,1.0209333333,Deteriorati,2,,,0,,,0,,,0,0
330000,2,5,1,36,0,0.4066484848,Always Duly,2,,,0,,,0,,,0,0
280000,2,1,1,42,0,0.6376714286,Always Duly,0,,,0,,,0,,,0,0
330000,2,1,2,38,1,0,Always Duly,0,,,0,,,0,,,0,0
390000,2,3,2,45,0,0.2419820513,Always Duly,2,,,0,,,0,,,0,0
200000,2,2,1,38,0,0.0076,Always Duly,2,,,0,,,0,,,0,0
20000,2,3,2,45,0,0.8541,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,1,32,0,0.3773214286,Always Duly,0,,,0,,,0,,,0,0
30000,2,1,1,32,0,0.1943666667,Always Duly,0,,,0,,,0,,,0,0
210000,2,2,1,41,0,0,Deteriorati,1,,,0,,,0,,,0,0
100000,2,3,1,44,0,0.02947,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,38,0,0.04508,Always Duly,0,,,0,,,0,,,0,0
30000,2,3,2,42,1,0.9617333333,Always Duly,1,,,0,,,0,,,0,0
30000,2,5,2,45,1,1.0374666667,Deteriorati,2,,,0,,,0,,,0,0
150000,2,1,2,37,0,0.01962,Volatile,1,,,0,,,0,,,0,0
180000,2,1,2,39,0,0.10755,Always Duly,2,,,0,,,0,,,0,0
230000,2,2,1,49,0,0.0302,Volatile,1,,,0,,,0,,,0,0
220000,2,1,2,36,0,0.0126545455,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,35,0,0.03845,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,1,35,0,0.2521375,Always Duly,2,,,0,,,0,,,0,0
380000,2,3,1,44,0,0.0190368421,Always Duly,2,,,0,,,0,,,0,0
30000,2,2,1,42,1,0.4592,Volatile,1,,,0,,,0,,,0,0
160000,2,2,1,41,0,0.05056875,Always Duly,2,,,0,,,0,,,0,0
60000,2,2,1,47,1,0.5281333333,Volatile,0,,,0,,,0,,,0,0
100000,2,3,1,42,0,0.07689,Volatile,2,,,0,,,0,,,0,0
150000,2,2,1,37,0,0.01812,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,1,38,0,0.4063,Deteriorati,1,,,0,,,0,,,0,0
30000,2,2,2,44,0,1,Always Duly,1,,,0,,,0,,,0,0
220000,2,1,1,36,1,0.0185727273,Volatile,1,,,0,Structuring Alert,5,1,,,0,1
220000,2,1,2,38,0,0.0120454545,Volatile,0,,,0,Structuring Alert,6,1,,,0,1
400000,2,2,2,30,1,0.0236625,Always Duly,0,,,0,,,0,,,0,0
680000,2,1,2,30,1,0.2463529412,Always Duly,0,,,0,,,0,,,0,0
280000,2,1,2,30,0,0.2086142857,Always Duly,0,,,0,,,0,,,0,0
70000,2,2,1,44,0,0.4876428571,Always Duly,0,,,0,,,0,,,0,0
300000,2,2,1,39,1,0.02154,Always Duly,0,,,0,,,0,,,0,0
250000,2,2,2,41,0,0.015236,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,31,0,0.00785,Always Duly,0,,,0,,,0,,,0,0
450000,2,1,2,31,0,0.2041622222,Always Duly,0,,,0,,,0,,,0,0
30000,2,1,2,33,1,0.8421333333,Deteriorati,1,,,0,,,0,,,0,0
210000,2,2,2,29,0,0.0096095238,Always Duly,2,,,0,,,0,,,0,0
250000,2,1,2,29,1,0.511388,Always Dela,1,,,0,,,0,,,0,0
70000,2,2,2,31,0,1.4756857143,Always Duly,1,,,0,,,0,,,0,0
230000,2,1,2,31,0,0.0042869565,Volatile,1,,,0,,,0,,,0,0
150000,2,2,1,37,0,0.0018866667,Always Duly,0,,,0,,,0,,,0,0
70000,2,3,1,47,0,0.4949571429,Always Dela,1,,,0,,,0,,,0,0
150000,2,2,1,35,1,0.6800466667,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,37,0,0.00249,Always Duly,0,,,0,,,0,,,0,0
200000,2,4,2,42,0,0.03664,Always Duly,0,,,0,,,0,,,0,0
300000,2,3,1,42,0,0.00295,Always Duly,0,,,0,,,0,,,0,0
80000,2,3,1,39,1,0.0913625,Always Duly,2,,,0,,,0,,,0,0
30000,2,2,2,43,1,1.0424333333,Deteriorati,3,Bust-Out Alert,3,1,,,0,,,0,1
100000,2,2,1,40,0,0.90828,Always Duly,1,,,0,,,0,,,0,0
360000,2,1,2,32,0,0.8070638889,Always Duly,2,,,0,,,0,,,0,0
150000,2,2,2,32,0,0.2161866667,Always Duly,0,,,0,,,0,,,0,0
180000,2,1,2,32,0,0.0313888889,Volatile,1,,,0,,,0,,,0,0
210000,2,1,1,33,0,0.0289857143,Always Duly,0,,,0,,,0,,,0,0
110000,2,3,1,41,0,0.9876454545,Always Duly,1,,,0,,,0,,,0,0
80000,2,2,1,41,0,0.7708,Always Duly,2,,,0,,,0,,,0,0
50000,2,2,2,39,0,0.37222,Volatile,0,,,0,,,0,,,0,0
150000,2,2,1,32,0,0.02376,Always Duly,0,,,0,,,0,,,0,0
260000,2,1,2,40,0,0,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,33,0,0.032105,Always Duly,2,,,0,,,0,,,0,0
230000,2,2,2,29,0,0.0163043478,Always Duly,2,,,0,,,0,,,0,0
70000,2,1,1,32,1,1.0227857143,Always Duly,1,,,0,,,0,,,0,0
70000,2,1,2,32,1,0.5690571429,Deteriorati,1,,,0,,,0,,,0,0
160000,2,2,2,32,1,0.053775,Always Duly,0,,,0,,,0,,,0,0
200000,2,3,2,34,0,0.99821,Always Duly,1,,,0,,,0,,,0,0
270000,2,2,2,35,0,0.010537037,Always Duly,2,,,0,,,0,,,0,0
100000,2,2,1,36,0,0.97647,Always Duly,1,,,0,,,0,,,0,0
410000,2,1,1,42,0,0.1215317073,Volatile,2,,,0,,,0,,,0,0
160000,2,2,1,33,0,0.02669375,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,2,39,1,0.0313,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,37,0,0.24492,Always Duly,0,,,0,,,0,,,0,0
450000,2,1,1,38,0,0,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,2,36,0,0.9806,Always Duly,1,,,0,,,0,,,0,0
360000,2,2,2,41,0,0.0544111111,Always Duly,2,,,0,,,0,,,0,0
340000,2,2,1,40,0,0.1532411765,Always Duly,0,,,0,,,0,,,0,0
300000,2,3,1,40,1,0,Always Duly,0,,,0,,,0,,,0,0
220000,2,3,2,40,0,1.0004136364,Always Duly,1,,,0,,,0,,,0,0
370000,2,1,2,37,0,0.9150405405,Always Duly,1,,,0,,,0,,,0,0
170000,2,2,1,39,0,0.0243058824,Volatile,0,,,0,,,0,,,0,0
500000,2,2,2,39,0,1.010946,Always Duly,1,,,0,,,0,,,0,0
100000,2,1,1,36,0,0.94796,Deteriorati,4,,,0,,,0,Sleeper Alert,0.94796,1,1
110000,2,1,2,31,0,0.0020272727,Always Duly,0,,,0,,,0,,,0,0
230000,2,1,1,31,0,0.1022869565,Volatile,2,,,0,,,0,,,0,0
230000,2,1,2,31,0,0.1439521739,Always Duly,0,,,0,,,0,,,0,0
150000,2,2,1,33,0,0.1994933333,Always Duly,0,,,0,,,0,,,0,0
210000,2,1,1,32,0,0.0359238095,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,32,0,0.32231,Volatile,0,,,0,,,0,,,0,0
230000,2,1,1,42,0,0.6566521739,Always Duly,0,,,0,,,0,,,0,0
360000,2,1,2,33,1,0,Always Duly,0,,,0,,,0,,,0,0
360000,2,2,1,34,0,0.2325416667,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,34,1,-0.010565,Deteriorati,1,,,0,,,0,,,0,0
200000,2,1,1,34,0,0.09084,Always Duly,0,,,0,,,0,,,0,0
150000,2,2,2,33,0,0.0129333333,Always Duly,0,,,0,,,0,,,0,0
110000,2,1,1,41,0,0.0013636364,Always Dela,2,,,0,Structuring Alert,6,1,,,0,1
320000,2,2,1,38,0,0.0009,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,1,44,1,0.4521,Always Dela,1,,,0,,,0,,,0,0
160000,2,2,2,39,0,0.48486875,Always Duly,2,,,0,,,0,,,0,0
80000,2,2,1,42,1,0.6875,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,1,35,0,0.309,Always Duly,0,,,0,,,0,,,0,0
150000,2,2,1,36,0,2.0946733333,Always Duly,1,,,0,,,0,,,0,0
60000,2,2,1,38,0,2.1036666667,Always Dela,5,Bust-Out Alert,5,1,,,0,,,0,1
200000,2,1,2,39,0,0.004535,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,1,38,0,0.03254375,Always Duly,2,,,0,,,0,,,0,0
230000,2,2,1,38,0,0.1494434783,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,40,0,0.018573913,Volatile,1,,,0,,,0,,,0,0
90000,2,3,1,39,0,0.0097,Volatile,1,,,0,,,0,,,0,0
140000,2,3,1,40,1,0.2624357143,Volatile,1,,,0,,,0,,,0,0
30000,2,3,2,41,0,1.0099,Volatile,1,,,0,,,0,,,0,0
320000,2,1,1,41,0,0.2893375,Always Duly,0,,,0,,,0,,,0,0
20000,2,3,1,35,0,0.92105,Always Duly,1,,,0,,,0,,,0,0
50000,2,3,2,35,0,0.08812,Always Duly,2,,,0,,,0,,,0,0
30000,2,3,1,38,0,1.0022666667,Always Duly,1,,,0,,,0,,,0,0
160000,2,3,2,36,0,0.170025,Always Duly,2,,,0,,,0,,,0,0
